name;house_number;street;area;postal_code;city;location_lat;location_lng;long_name;phone_number;website;url;plus_code;place_id;rating;price_level;vicinity;wheelchair_accessible_entrance
Kim's So Korean Food;8;Neue Brücke;Stuttgart-Mitte;70173;Stuttgart;None;None;Kim's So Korean Food;+49 711 2804791;http://www.kims-so.de/;https://maps.google.com/?cid=12303016602367370316;8FWFQ5GG+2G;ChIJr8JLJUrbmUcRTCTXaWoYvao;4;1;Neue Brücke 8, Stuttgart;True
Soban - Korean Dining;20;Breitscheidstraße;Stuttgart-West;70176;Stuttgart;None;None;Soban - Korean Dining;+49 711 65625188;None;https://maps.google.com/?cid=4320940580113716697;8FWFQ5H8+HG;ChIJC8O4l6XbmUcR2ZU_dZAQ9zs;3.8;2;Breitscheidstraße 20, Stuttgart;None
Mandu;60;Fritz-Elsas-Straße;Stuttgart-Mitte;70174;Stuttgart;None;None;Mandu;+49 711 30001821;http://mandustuttgart.eatbu.com/;https://maps.google.com/?cid=3491109010604762799;8FWFQ5H9+56;ChIJTTabczjbmUcRryZDASbpcjA;4.6;1;Fritz-Elsas-Straße 60, Stuttgart;True
Bulgogi Queen Korean BBQ Restaurant;3;Lautenschlagerstraße;Stuttgart-Mitte;70173;Stuttgart;None;None;Bulgogi Queen Korean BBQ Restaurant;+49 711 86060656;https://bulgogi-queen.de/;https://maps.google.com/?cid=11875651925709679831;8FWFQ5MJ+42;ChIJ73_AcpzbmUcR1-wbrIHKzqQ;3.8;None;Lautenschlagerstraße 3, Stuttgart;True
Headen Bibimbab;20;Gerhart-Hauptmann-Straße;Eltingen;71229;Leonberg;None;None;Headen Bibimbab;+49 7152 6133267;http://www.headenbibimbab.de/;https://maps.google.com/?cid=1801781535978803635;8FWFQ2W5+VF;ChIJA7z1L5PYmUcRs9HfvsI2ARk;4.7;1;Gerhart-Hauptmann-Straße 20, Leonberg;True
C1 Killesberg;217;Birkenwaldstraße;Nord;70191;Stuttgart;None;None;C1 Killesberg;+49 711 38060419;http://c1stuttgart.com/;https://maps.google.com/?cid=6042297201087497647;8FWFQ5XG+P3;ChIJB_390HjbmUcRr0UoekqN2lM;4.6;None;Birkenwaldstraße 217, Stuttgart;None
Santy Mobile 1;None;Königstraße;Stuttgart-Mitte;70173;Stuttgart;None;None;Santy Mobile 1;+49 711 99789032;https://eiscafe-santin.de/;https://maps.google.com/?cid=2914514323759801460;8FWFQ5HG+4X;ChIJ9bbNf-jbmUcRdKR98FVvcig;4.4;None;Königstraße, Stuttgart;True
Los Locos Latinos U-Salzwiesenstraße -Argentinisches Steakhouse;70;Stammheimer Str.;Zuffenhausen;70435;Stuttgart;None;None;Los Locos Latinos U-Salzwiesenstraße -Argentinisches Steakhouse;+49 711 50468142;http://los-locos-latinos-argentinisches-steakhouse.eatbu.com/;https://maps.google.com/?cid=14597780476485264304;8FWFR5P7+J6;ChIJfXD32qHamUcRsGMJQgC8lco;4.7;2;Stammheimer Straße 70, Stuttgart;False
el seco° - comida ecuatoriana;10;Breitscheidstraße;Stuttgart-Mitte;70174;Stuttgart;None;None;el seco° - comida ecuatoriana;None;https://el-seco-comida-ecuatoriana.eatbu.com/;https://maps.google.com/?cid=8042564288900147458;8FWFQ5H8+PV;ChIJtabdBO_bmUcRAqkiA5ztnG8;4.6;2;Breitscheidstraße 10, Stuttgart;True
Enchilada;69-71;Eberhardstraße;Stuttgart-Mitte;70173;Stuttgart;None;None;Enchilada;+49 711 2365974;https://stuttgart.enchilada.de/;https://maps.google.com/?cid=13183175024654841937;8FWFQ5FG+64;ChIJb11F50vbmUcRUXhaZNYL9LY;3.9;2;Eberhardstraße 69-71, Stuttgart;True
Joe Peña's;15;Kriegsbergstraße;Stuttgart-Mitte;70174;Stuttgart;None;None;Joe Peña's;+49 711 2296211;https://stuttgart.joepenas.de/;https://maps.google.com/?cid=6414728520624687240;8FWFQ5MG+GJ;ChIJAQCQcjHbmUcRiMhmUpqxBVk;4.2;None;Kriegsbergstraße 15, Stuttgart;True
HOLA Mexicana;4;Tiergartenstraße;None;71032;Böblingen;None;None;HOLA Mexicana;+49 7031 8181325;http://holamexicana.de/;https://maps.google.com/?cid=17815706170435948479;8FWFM2C8+XR;ChIJPyt4LpTgmUcRv8-Rz14aPvc;4.2;2;Tiergartenstraße 4, Böblingen;None
Houstons Fine Burrito Company;8;Mittlere Str.;Degerloch;70597;Stuttgart;None;None;Houstons Fine Burrito Company;+49 711 72246944;http://houstonsfineburrito.com/;https://maps.google.com/?cid=5732537590990256414;8FWFP5WC+MF;ChIJbbCb1U_cmUcRHjmMFJEQjk8;4.5;2;Mittlere Straße 8, Stuttgart;True
BURREATOS;19;Hospitalstraße;Stuttgart-Mitte;70174;Stuttgart;None;None;BURREATOS;+49 711 31538061;http://burreatos.com/;https://maps.google.com/?cid=3710036665752238609;8FWFQ5GF+V6;ChIJqVHV1DfbmUcRETrW3bCyfDM;4.4;1;Hospitalstraße 19, Stuttgart;True
L.A. Signorina;12;Marienplatz;Süd;70178;Stuttgart;None;None;L.A. Signorina;+49 711 62078990;https://lasignorina.org/;https://maps.google.com/?cid=18174137354465719631;8FWFQ579+RH;ChIJxwuz_1DbmUcRTzUWGKKBN_w;4.3;2;Marienplatz 12, Stuttgart;True
Pizzeria Da Luigi;12;Rendlenstraße;Feuerbach;70469;Stuttgart;None;None;Pizzeria Da Luigi;+49 711 80607058;https://pizzeria-da-luigi.de/;https://maps.google.com/?cid=1732182524128694334;8FWFR555+HP;ChIJ4WTlre_amUcRPpDUBNTyCRg;4.3;1;Rendlenstraße 12, Stuttgart;True
Pizzeria Rosticceria Palma;41;Hackstraße;Stuttgart Ost;70190;Stuttgart;None;None;Pizzeria Rosticceria Palma;+49 711 65227003;https://pizzeriapalma-stuttgart.de/4890?utm_source=google&utm_medium=mybusiness&utm_campaign=gb;https://maps.google.com/?cid=12468628167175780413;8FWFQ6Q3+P3;ChIJVbxfzdvEmUcRPTjxpEF3Ca0;4.5;None;Hackstraße 41, Stuttgart;False
Pizzeria da Micci;3;Burgunderstraße;Zuffenhausen;70435;Stuttgart;None;None;Pizzeria da Micci;+49 711 54040070;None;https://maps.google.com/?cid=17289123571635481261;8FWFR5J8+RR;ChIJWyuywZvamUcRrWoqZUlO7-8;4.6;2;Burgunderstraße 3, Stuttgart;True
Pizza Trullo's ️;20;Kapellenweg;Mühlhausen;70378;Stuttgart;None;None;Pizza Trullo's ️;+49 711 5005770;https://pizzatrullos.com/;https://maps.google.com/?cid=9716298628753186997;8FWFR6MC+8V;ChIJ17KqpMvFmUcRteByqh8614Y;4.7;2;Kapellenweg 20, Stuttgart;True
Luna - Restaurant - Karaoke - Bar;36;Im Moldengraben;None;70806;Kornwestheim;None;None;Luna - Restaurant - Karaoke - Bar;+49 176 31774567;https://www.luna-restaurant.de/;https://maps.google.com/?cid=3900457824486083737;8FWFV692+WJ;ChIJk32WPy7QmUcRmczi0bk1ITY;4.1;2;Im Moldengraben 36, Kornwestheim;True
Fischhalle;4;Dorotheenstraße;Stuttgart-Mitte;70173;Stuttgart;None;None;Fischhalle;+49 711 245962;http://www.fischhalle-stuttgart.de/;https://maps.google.com/?cid=16774954717031760906;8FWFQ5GH+CW;ChIJb-NXgUrbmUcRCgTxB3CczOg;4.4;None;Dorotheenstraße 4, Stuttgart;True
NORDSEE;None;None;Stuttgart-Mitte;70173;Stuttgart;None;None;NORDSEE;+49 711 28448655;http://www.nordsee.com/;https://maps.google.com/?cid=11188683727072509630;8FWFQ5RM+G7;ChIJzU4rRzPbmUcRvr5Z0JEwRps;3.4;2;Mailänder Platz Milaneo, Stuttgart;True
El Taurino;69;Schwarenbergstraße;Stuttgart Ost;70188;Stuttgart;None;None;El Taurino;+49 711 282647;https://www.facebook.com/El-Taurino-Stuttgart-342514787597/;https://maps.google.com/?cid=6986065588432521499;8FWFQ6P2+4W;ChIJE6BBLtvEmUcRG8kZkKN982A;4.2;2;Schwarenbergstraße 69, Stuttgart;False
Enso Sushi & Grill;6;Else-Josenhans-Straße;Stuttgart-Mitte;70173;Stuttgart;None;None;Enso Sushi & Grill;+49 711 99717718;http://www.enso-stuttgart.de/;https://maps.google.com/?cid=15310957910276259613;8FWFQ5GJ+5J;ChIJ16n2yErbmUcRHT_5NBlze9Q;4.3;3;Else-Josenhans-Straße 6, Stuttgart;True
QQ Sushi Lounge;10;Kanalstraße;Stuttgart-Mitte;70182;Stuttgart;None;None;QQ Sushi Lounge;+49 711 23849375;https://www.qq-sushilounge.de/qq-sushi-lounge-1;https://maps.google.com/?cid=8050342009151541685;8FWFQ5GM+29;ChIJ89VgP7XEmUcRtdHhn2ePuG8;4.5;2;Kanalstraße 10, Stuttgart;None
Oishi Sushi Inh. Wenyue Li;28;Leobener Str.;Feuerbach;70469;Stuttgart;None;None;Oishi Sushi Inh. Wenyue Li;+49 711 46912932;https://www.oishi-sushi-feuerbach.de/;https://maps.google.com/?cid=10179030883358832312;8FWFR567+39;ChIJ7eEE7-jamUcRuHZVWKguQ40;4.6;2;Leobener Straße 28, Stuttgart;False
Edo Sushi Bar;30;Hauptstraße;Vaihingen;70563;Stuttgart;None;None;Edo Sushi Bar;+49 711 22725522;http://www.edo-sushibar.com/;https://maps.google.com/?cid=2455400717506109868;8FWFP4J4+2X;ChIJF79B71DcmUcRrOEwfPFVEyI;4.6;2;Hauptstraße 30, Stuttgart;None
Sushi Hao;3;Widdersteinstraße;Untertürkheim;70327;Stuttgart;None;None;Sushi Hao;+49 711 91226667;http://www.sushi-hao.de/;https://maps.google.com/?cid=12947029394852060186;8FWFQ7J2+4R;ChIJLz29kQbFmUcRGpyyaKMWrbM;4.8;2;Widdersteinstraße 3, Stuttgart;True
Sushi Le;9;Wilhelmstraße;Bad Cannstatt;70372;Stuttgart;None;None;Sushi Le;+49 711 95861939;https://sushile.de/;https://maps.google.com/?cid=7819948035936835372;8FWFR638+QM;ChIJI1p5UT3FmUcRLFcHjE4Jhmw;4.4;2;Wilhelmstraße 9, Stuttgart;False
MIYO Sushi;11;Mönchstraße;Nord;70191;Stuttgart;None;None;MIYO Sushi;+49 7031 465;None;https://maps.google.com/?cid=9483798378097183814;8FWFQ5VM+2R;ChIJ__8PdSvbmUcRRozop2A4nYM;None;None;Mönchstraße 11, Stuttgart;None
Sakura;11;Kleine Königstraße;Stuttgart-Mitte;70178;Stuttgart;None;None;Sakura;+49 711 2991592;https://www.facebook.com/Sakura-Asiatische-und-Japanische-K%C3%BCche-1530280960613366/;https://maps.google.com/?cid=15794205776396498141;8FWFQ5FF+7C;ChIJ9Qb8QEnbmUcR3TSJ63hKMNs;3.8;2;Kleine Königstraße 11, Stuttgart;True
Mikomi Sushi & Grill;3;Schwabenpl.;Vaihingen;70563;Stuttgart;None;None;Mikomi Sushi & Grill;+49 711 78251688;http://www.mikomi-sushi.de/;https://maps.google.com/?cid=1533922441440870226;8FWFP4J5+99;ChIJkxNv5HLdmUcRUj8VW1WWSRU;4.5;2;Schwabenplatz 3, Stuttgart;True
Sushi on Fire;7;Mailänder Platz;Stuttgart-Mitte;70173;Stuttgart;None;None;Sushi on Fire;+49 711 74519579;https://www.sushionfire.de/;https://maps.google.com/?cid=9274425277817895570;8FWFQ5RM+C2;ChIJr3LlVe7bmUcRkjo99KZgtYA;4.5;None;Mailänder Platz 7, Stuttgart;True
Lecker Sushi - e Center;46;Stuttgarter Str.;Feuerbach;70469;Stuttgart;None;None;Lecker Sushi - e Center;None;None;https://maps.google.com/?cid=8503611719296787271;8FWFR567+FJ;ChIJRaay9TLbmUcRR6OI_M3lAnY;None;None;Stuttgarter Straße 46, Stuttgart;None
WIP Sushi Lounge;22;Esslinger Str.;Stuttgart-Mitte;70182;Stuttgart;None;None;WIP Sushi Lounge;+49 711 50498125;http://www.wip-sushilounge.de/;https://maps.google.com/?cid=3615096822547089505;8FWFQ5FJ+QW;ChIJ24maLbXEmUcRYQiQEGhnKzI;4.4;2;Esslinger Straße 22, Stuttgart;False
Krua Thai Bolan Thairestaurant;159;Rotebühlstraße;Stuttgart-West;70197;Stuttgart;None;None;Krua Thai Bolan Thairestaurant;+49 711 34225235;https://kruathaibolan.de/;https://maps.google.com/?cid=12674353436975942331;8FWFQ593+PJ;ChIJv2mBHGjbmUcRu8qzoExZ5K8;4.7;2;Rotebühlstraße 159, Stuttgart;True
Pinto-Mama Thairestaurant;99;Ludwigstraße;Stuttgart-West;70197;Stuttgart;None;None;Pinto-Mama Thairestaurant;+49 711 35146509;https://www.pinto-mama.de/;https://maps.google.com/?cid=1061194102525216014;8FWFQ5C3+HP;ChIJJSVkKhLbmUcRDkXB7mkeug4;4.8;None;Ludwigstraße 99, Stuttgart;None
AntepHaus;22-24;Rosensteinstraße;Nord;70191;Stuttgart;None;None;AntepHaus;+49 711 28443141;http://www.antephaus.de/;https://maps.google.com/?cid=3624484606445520393;8FWFQ5VR+GW;ChIJXQcEtNXEmUcRCYYO1YvBTDI;4.3;1;Rosensteinstraße 22-24, Stuttgart;True
Onkel Hasan's Grillhaus;42A;Löwenstraße;Degerloch;70597;Stuttgart;None;None;Onkel Hasan's Grillhaus;+49 711 50074609;http://www.onkelhasansgrillhaus.de/;https://maps.google.com/?cid=6268233320120769552;8FWFP5XC+29;ChIJvUHiZa3cmUcRENwQf_48_VY;4.6;1;Löwenstraße 42A, Stuttgart;None
AYTAŞ Grill & Kebaphaus;8;Obertürkheimer Str.;Mettingen;73733;Esslingen am Neckar;None;None;AYTAŞ Grill & Kebaphaus;+49 1525 1408214;https://aytas-kebaphaus-esslingen.eatbu.com/?lang=de;https://maps.google.com/?cid=16567876609342388675;8FWFP7XG+JH;ChIJJS5J7q3HmUcRwzlb7v7r7OU;4.6;None;Obertürkheimer Straße 8, Esslingen am Neckar;None
Ayaz;77/79;Plochinger Str.;Oberesslingen;73730;Esslingen am Neckar;None;None;Ayaz;+49 711 5509549;https://de-de.facebook.com/pages/Ayaz/136616409825931;https://maps.google.com/?cid=5378350936634242732;8FWFP8MG+4M;ChIJkUMXvNnAmUcRrDZ5X669o0o;4.4;2;Plochinger Straße 77/79, Esslingen am Neckar;False
Lale kepap;7;Schwertstraße;None;71065;Sindelfingen;None;None;Lale kepap;+49 7031 7626249;None;https://maps.google.com/?cid=12802384416533774324;8FWFP249+34;ChIJK5bWceTfmUcR9P99Acw0q7E;None;None;Schwertstraße 7, Sindelfingen;None
ERKAN CHEF;45;Bahnhofstraße;None;70806;Kornwestheim;None;None;ERKAN CHEF;+49 7154 9650146;http://erkanchef.de/;https://maps.google.com/?cid=9643045099440831203;8FWFV57J+R8;ChIJg4V77UbQmUcR4_o9SW360oU;4.5;1;Bahnhofstraße 45, Kornwestheim;True
DO's Vietnam Street Food;15;Tübinger Str.;Süd;70178;Stuttgart;None;None;DO's Vietnam Street Food;+49 711 65836893;http://dos-stuttgart.de/;https://maps.google.com/?cid=9876239112722457385;8FWFQ5CF+VR;ChIJwzwq_kvbmUcRKSOkfiVzD4k;4.3;1;Tübinger Straße 15, Stuttgart;True
Ngon Deli - Vietnamese Home Cooking;69;Daimlerstraße;Bad Cannstatt;70372;Stuttgart;None;None;Ngon Deli - Vietnamese Home Cooking;+49 711 55049770;https://www.instagram.com/ngon.deli/;https://maps.google.com/?cid=16436761967486945665;8FWFR62C+JX;ChIJKfou0JLFmUcRgcm1eewbG-Q;4.4;None;Daimlerstraße 69, Stuttgart;True
Vietal Kitchen;181;Landhausstraße;Stuttgart Ost;70188;Stuttgart;None;None;Vietal Kitchen;+49 711 72233578;https://vietal-kitchen.de/stuttgart/;https://maps.google.com/?cid=17401978012679811536;8FWFQ6P5+99;ChIJ___THt3EmUcR0DHwis0-gPE;4.3;2;Landhausstraße 181, Stuttgart;True
Sen Viet Restaurant;59;Stöckachstraße;Stuttgart Ost;70190;Stuttgart;None;None;Sen Viet Restaurant;+49 711 283856;http://senviet-stuttgart.de/;https://maps.google.com/?cid=12944062732362897813;8FWFQ6R3+X4;ChIJryLfstnEmUcRldnceHmMorM;4.7;2;Stöckachstraße 59, Stuttgart;None
Pho a la Mama;23;Schwieberdinger Str.;Zuffenhausen;70435;Stuttgart;None;None;Pho a la Mama;+49 711 8262380;http://www.alamama.eu/;https://maps.google.com/?cid=14011722176367415921;8FWFR5H8+7H;ChIJPwfUp5DamUcRcdLXBRWjc8I;4.3;2;Schwieberdinger Straße 23, Stuttgart;False
Viet Wok;45;Kronenstraße;Stuttgart-Mitte;70174;Stuttgart;None;None;Viet Wok;+49 711 39160460;http://www.vietwokstuttgart.de/;https://maps.google.com/?cid=13459637253473732992;8FWFQ5MG+Q2;ChIJj8Ax_zDbmUcRgInqEsU8yro;4.6;1;Kronenstraße 45, Stuttgart;False
Do Asia Food;35;Brunnenstraße;Bad Cannstatt;70372;Stuttgart;None;None;Do Asia Food;+49 711 5004400;https://www.facebook.com/Restaurant-Do-Asia-Food-Vietnamesische-Spezialit%C3%A4ten-und-Bubble-Tea-283906898328028;https://maps.google.com/?cid=13859635183337331225;8FWFR648+J4;ChIJFQEkqD3FmUcRGdpTi8RQV8A;4.4;1;Brunnenstraße 35, Stuttgart;None
Tay Ho;7;Rathauspassage;Stuttgart-Mitte;70173;Stuttgart;None;None;Tay Ho;+49 711 2362958;https://instagram.com/tayhostuttgart;https://maps.google.com/?cid=15628945002204274087;8FWFQ5FH+QJ;ChIJt8BO-ErbmUcRp52Afqwq5dg;4.3;1;Rathauspassage 7, Stuttgart;True
Huong Viet - Vietnamesische Spezialitäten;23;Presselstraße;Nord;70191;Stuttgart;None;None;Huong Viet - Vietnamesische Spezialitäten;+49 711 25356221;https://huongvietstuttgart.com/;https://maps.google.com/?cid=1204934352781836756;8FWFR52P+F4;ChIJZ1jgYbfbmUcR1AE662jJuBA;4.6;2;Presselstraße 23, Stuttgart;False
Takeshii's Vietnamese Cuisine;12;Esslinger Str.;Stuttgart-Mitte;70182;Stuttgart;None;None;Takeshii's Vietnamese Cuisine;+49 711 24839559;http://www.takeshii.de/;https://maps.google.com/?cid=6871306885752638670;8FWFQ5FJ+JP;ChIJKVlTKrXEmUcRzkz78zTJW18;4.4;2;Esslinger Straße 12, Stuttgart;False
Bún Vietnam Street-Food;99;Wiener Str.;Feuerbach;70469;Stuttgart;None;None;Bún Vietnam Street-Food;+49 711 50481143;https://www.bunvietnamstreet-food-stuttgart.de/;https://maps.google.com/?cid=645348531829676976;8FWFR565+C2;ChIJ5bl_Vp3bmUcRsBsHDBK99Ag;4.4;1;Wiener Straße 99, Stuttgart;None
Thai-Viet - asian cuisine · sushi · wok;18;Brückenstraße;Bad Cannstatt;70376;Stuttgart;None;None;Thai-Viet - asian cuisine · sushi · wok;+49 711 50494999;https://thaivietstuttgart.de/;https://maps.google.com/?cid=13698127211304771145;8FWFR646+XF;ChIJpxm3hDvFmUcRSd7udR-GGb4;4.5;1;Brückenstraße 18, Stuttgart;False
Ha Long;95;Johannesstraße;Stuttgart-West;70176;Stuttgart;None;None;Ha Long;+49 711 46922744;http://www.halong-stuttgart.de/;https://maps.google.com/?cid=14770521249267417689;8FWFQ5J5+P6;ChIJRRD4ixXbmUcRWYLxkdFu-8w;4.4;2;Johannesstraße 95, Stuttgart;False
